raw_affiliation,canonical_affiliation,country,region,source,confidence
Bowdoin College,Bowdoin College,United States,United States,university_dataset,1.0
Télécom ParisTech,Telecom Paristech,France,Europe,keyword,0.5
Nagoya University,Nagoya University,Japan,Asia-Pacific (excl. China),university_dataset,1.0
HES-SO,HES-SO : UAS Western Switzerland,Switzerland,Europe,university_dataset,0.9
Doshisha University,Doshisha University,Japan,Asia-Pacific (excl. China),university_dataset,1.0
National Institute for Basic Biology,ITT Technical Institute,United States,United States,university_dataset,0.855
doshisha university,Doshisha University,Japan,Asia-Pacific (excl. China),university_dataset,0.8947368421052632
Tokai University,Kyushu Tokai University,Japan,Asia-Pacific (excl. China),university_dataset,0.95
Kyushu University,Kyushu University,Japan,Asia-Pacific (excl. China),university_dataset,1.0
Radboud University,Radboud University,Netherlands,Europe,manual_substring,0.9
Bosch Center Artificial Intelligence,Mohamed bin Zayed University of Artificial Intelligence (MBZUAI),United Arab Emirates,Middle East & Africa,university_dataset,0.855
University of California Riverside,"University of California, Riverside",United States,United States,university_dataset,0.9855072463768118
Los Alamos National Laboratory,National Institute of Applied Sciences of Toulouse,France,Europe,university_dataset,0.855
"University of Copenhagen, Department of Computer Science",University of Copenhagen,Denmark,Europe,university_dataset,0.9
Friedrich Miescher Institute for Biomedical Research,DigiPen Institute of Technology,United States,United States,university_dataset,0.855
"Institute of information engineering, CAS",Chinese Academy of Sciences,China,China,manual_substring,0.9
LG Corporation,LG Corporation,Unknown,Other/Unknown,unknown,0.0
"Department of Computer Science, University of North Carolina, Chapel Hill",University of North Carolina at Chapel Hill,United States,United States,manual_substring,0.9
Cambricon Technologies,Ecole pour l'Informatique et les nouvelles Technologies - Albania,Albania,Other/Unknown,university_dataset,0.855
Inc. Kuaishou,Inc. Kuaishou,Unknown,Other/Unknown,unknown,0.0
Kuaishou,Kuaishou,Unknown,Other/Unknown,unknown,0.0
AWS AI,Amazon,United States,United States,manual_substring,0.9
"The University of Sydney, University of Sydney",University of Sydney,Australia,Asia-Pacific (excl. China),manual_substring,0.9
Microsoft Research NYC,Microsoft,United States,United States,manual_substring,0.9
"Computer Science Department, Carnegie Mellon University",Carnegie Mellon University,United States,United States,university_dataset,0.9
Ruprecht-Karls-Universität Heidelberg,Ruprecht-Karls-Universität Heidelberg,Germany,Europe,university_dataset,1.0
Changehealthcare LLC/Optum,Changehealthcare LLC/Optum,Unknown,Other/Unknown,unknown,0.0
Aalborg University,Aalborg University,Denmark,Europe,university_dataset,1.0
Ruhr-Universtät Bochum,Ruhr-Universität Bochum,Germany,Europe,university_dataset,0.9777777777777777
University of New Hampshire,University of New Hampshire,United States,United States,university_dataset,1.0
"Department of Computer Science, University of Illinois, Urbana Champaign",University of Illinois Urbana-Champaign,United States,United States,university_dataset,0.84375
University of Illinois at Urbana Champaign,University of Illinois Urbana-Champaign,United States,United States,university_dataset,0.9382716049382716
Technical University of Denmark,Technical University of Denmark,Denmark,Europe,university_dataset,1.0
The Hong Kong Polytechnic University,The Hong Kong Polytechnic University,Hong Kong,China,manual_substring,0.9
Southeast University,Southeast University,China,China,university_dataset,1.0
Paris-Saclay university,Université Paris-Saclay,France,Europe,university_dataset,0.8673913043478261
Polytechnic  University,The Hong Kong Polytechnic University,Hong Kong,China,manual_substring,0.9
Sony AI,Sony AI,Japan,Asia-Pacific (excl. China),manual_substring,0.9
"JPMorganChase, GTAR","JPMorganChase, GTAR",Unknown,Other/Unknown,unknown,0.0
IBM Research AI,IBM Research,United States,United States,manual_substring,0.9
Karl-Franzens University Graz,Regent University College of Science and Technology,Ghana,Middle East & Africa,university_dataset,0.855
Uppsala University,Uppsala University,Sweden,Europe,manual_substring,0.9
xAI,xAI,Unknown,Other/Unknown,unknown,0.0
Virginia Commonwealth University,Virginia Commonwealth University,United States,United States,university_dataset,1.0
"University of Nevada, Reno","University of Nevada, Reno",United States,United States,university_dataset,1.0
University of Stirling,University of Stirling,United Kingdom,Europe,university_dataset,1.0
Citadel Securities,The Citadel,United States,United States,university_dataset,0.855
Cold Spring Harbor Laboratory,Cold Spring Harbor Laboratory,United States,United States,university_dataset,1.0
"Qualcomm Inc, QualComm",Qualcomm,United States,United States,manual_substring,0.9
Brandeis University,Brandeis University,United States,United States,manual_substring,0.9
Cogitai Inc. (now Sony AI America),Sony AI,Japan,Asia-Pacific (excl. China),manual_substring,0.9
Ant Research,The Scripps Research Institute,United States,United States,university_dataset,0.855
Technical University of Munich,Ho Technical University,Ghana,Middle East & Africa,university_dataset,0.883720930232558
Skywork AI,Skywork AI,Unknown,Other/Unknown,unknown,0.0
Newcastle University,Newcastle University,United Kingdom,Europe,university_dataset,1.0
ELLIS Institute Finland,Engineering Institute of Technology,Australia,Asia-Pacific (excl. China),university_dataset,0.855
CUNY Graduate Center,Keller Graduate School of Management,United States,United States,university_dataset,0.855
"South China University of Technology, Tsinghua University",South China University of Technology,China,China,manual_substring,0.9
The University of Adelaide,University of Adelaide,Australia,Asia-Pacific (excl. China),university_dataset,0.95
"Incheon National University, South Korea",National University,Philippines,Asia-Pacific (excl. China),university_dataset,0.9
"Department of Statistics, Texas A&M University",Texas A&M University,United States,United States,manual_substring,0.9
Technische Universität Wien,Technische Universität Wien,Austria,Europe,university_dataset,1.0
IBM,IBM Research,United States,United States,manual_substring,0.9
Karlsruhe Institute of Technology,Karlsruhe Institute of Technology,Germany,Europe,manual_substring,0.9
Bilkent University,Bilkent University,Turkiye,Other/Unknown,university_dataset,1.0
University of Miami,University of Miami,United States,United States,university_dataset,1.0
Cogitai,Cogitai,Unknown,Other/Unknown,unknown,0.0
Boston College,Boston College,United States,United States,university_dataset,1.0
Topaz Labs,Topaz Labs,Unknown,Other/Unknown,unknown,0.0
"CS Department, TU Darmstadt",Evangelische Fachhochschule Darmstadt,Germany,Europe,university_dataset,0.855
University of Texas at Dallas,University of Texas at Dallas,United States,United States,university_dataset,1.0
German Research Center for AI,Defense Language Institute Foreign Language Center,United States,United States,university_dataset,0.855
"national university of singaore, National University of Singapore",National University,Philippines,Asia-Pacific (excl. China),university_dataset,0.9
University of Southampton,University of Southampton,United Kingdom,Europe,university_dataset,1.0
University of Palermo,University of Palermo,Italy,Europe,university_dataset,1.0
Accenture,Accenture,Unknown,Other/Unknown,unknown,0.0
Intel Corporation,Intel,United States,United States,manual_substring,0.9
BriefCam Ltd,BriefCam Ltd,Unknown,Other/Unknown,unknown,0.0
ServiceNow Research,ServiceNow Research,Canada,Canada,manual_substring,0.9
"Mila, University of Montreal",Mila - Quebec AI Institute,Canada,Canada,manual_substring,0.9
HEC Montreal,HEC Montreal,Unknown,Other/Unknown,unknown,0.0
Maluuba,Maluuba,Unknown,Other/Unknown,unknown,0.0
Hong Kong University of Science and Technology,The Hong Kong University of Science and Technology,Hong Kong,China,university_dataset,0.9583333333333335
University of Florida,University of Florida,United States,United States,university_dataset,1.0
University of Salzburg,Universität Salzburg,Austria,Europe,university_dataset,0.8571428571428572
"Shenzhen International Graduate School, Tsinghua University",Tsinghua University,China,China,university_dataset,0.9
Gipsa-lab,Gipsa-lab,Unknown,Other/Unknown,unknown,0.0
you.com,you.com,Unknown,Other/Unknown,unknown,0.0
Portland State University,Portland State University,United States,United States,university_dataset,1.0
Wuhan University,Wuhan University,China,China,university_dataset,1.0
"Beijing Galbot Co., Ltd",Beijing University of Agriculture,China,China,university_dataset,0.855
Skoltech,Skolkovo Institute of Science and Technology,Russia,Europe,manual_substring,0.9
Ataraxis.ai,Ataraxis.ai,Unknown,Other/Unknown,unknown,0.0
University of Southern Denmark (SDU),University of Southern Denmark - SDU,Denmark,Europe,university_dataset,0.9444444444444444
"University of Kansas, Lawrence",University of Kansas,United States,United States,university_dataset,0.9
Amazon Development Center Germany,Amazon,United States,United States,manual_substring,0.9
UiT The Arctic University of Norway,Bugema University,Uganda,Middle East & Africa,university_dataset,0.855
"Massachusetts General Hospital, Harvard University",Harvard University,United States,United States,manual_substring,0.9
Cubist Systematic Strategies,Cubist Systematic Strategies,Unknown,Other/Unknown,unknown,0.0
University of Illinois Chicago,University of Illinois Chicago,United States,United States,university_dataset,1.0
"Edinburgh University, University of Edinburgh",University of Edinburgh,United Kingdom,Europe,manual_substring,0.9
Bosch Center for Artificial Intelligence,Mohamed bin Zayed University of Artificial Intelligence (MBZUAI),United Arab Emirates,Middle East & Africa,university_dataset,0.855
Universität Siegen,Universität Siegen,Germany,Europe,university_dataset,1.0
"Microsoft Research, Redmond",Microsoft,United States,United States,manual_substring,0.9
Twitter,X (formerly Twitter),United States,United States,manual_substring,0.9
Electrical Engineering & Computer Science Department,Atharva College of Engineering,India,Asia-Pacific (excl. China),university_dataset,0.855
"University of California, Santa Barbara","University of California, Santa Barbara",United States,United States,university_dataset,1.0
"Oxford, University of Oxford",University of Oxford,United Kingdom,Europe,manual_substring,0.9
"ISyE, Georgia Tech",Central Georgia Technical College,United States,United States,university_dataset,0.9
Clemson University,Clemson University,United States,United States,university_dataset,1.0
Midea Group,St. Joseph Group of Institutes,"Tanzania, United Republic of",Other/Unknown,university_dataset,0.855
Istituto Italiano di Technologia,Libera Università degli Studi di Scienze Umane e Tecnologiche,Switzerland,Europe,university_dataset,0.855
NVIDIA Corporation,NVIDIA,United States,United States,manual_substring,0.9
West Virginia University,West Virginia University,United States,United States,university_dataset,1.0
Communication University of China,Communication University of China,China,China,university_dataset,1.0
Toyota Research Institute,Bhagwan Parshuram Institute of Technology,India,Asia-Pacific (excl. China),university_dataset,0.855
"Department of Computer Science, University of Oxford",University of Oxford,United Kingdom,Europe,manual_substring,0.9
"Hebei University of Technology, China",Hebei University,China,China,university_dataset,0.9
"Institute of Logic and Computation, Technische Universität Wien",Technische Universität Wien,Austria,Europe,university_dataset,0.9
Conservatoire National des Arts et Métiers,Conservatoire National des Arts et Métiers,France,Europe,university_dataset,1.0
Cnam,Cnam,Unknown,Other/Unknown,unknown,0.0
Conservatoire national des arts et métiers,Conservatoire National des Arts et Métiers,France,Europe,university_dataset,0.9285714285714286
Coexya,Coexya,Unknown,Other/Unknown,unknown,0.0
MiniMax,MiniMax,Unknown,Other/Unknown,unknown,0.0
Cranfield University,Cranfield University,United Kingdom,Europe,university_dataset,1.0
"Xi'an Jiaotong University, China",Xi'an Jiaotong University,China,China,manual_substring,0.9
antgroup,antgroup,Unknown,Other/Unknown,unknown,0.0
Soochow University,Soochow University,"Taiwan, Province of China",Other/Unknown,university_dataset,1.0
TensorOpera AI,TensorOpera AI,Unknown,Other/Unknown,unknown,0.0
William & Mary,DAV Institute of Engineering & Technology,India,Asia-Pacific (excl. China),university_dataset,0.855
"Department of Computer Science, University College London",University College London,United Kingdom,Europe,manual_substring,0.9
Pohang University of Science and Technology,Pohang University of Science and Technology,"Korea, Republic of",Other/Unknown,university_dataset,1.0
University of Liège,University of Liège,Belgium,Europe,university_dataset,1.0
Abacus.AI,Abacus.AI,Unknown,Other/Unknown,unknown,0.0
HSE University,IE University,Spain,Europe,university_dataset,0.8888888888888888
Artificial Intelligence Research Institute,Mohamed bin Zayed University of Artificial Intelligence (MBZUAI),United Arab Emirates,Middle East & Africa,university_dataset,0.855
Constructor University,Regent University College of Science and Technology,Ghana,Middle East & Africa,university_dataset,0.855
Curai Health,Wake Forest Baptist Health,United States,United States,university_dataset,0.855
chongqing university,Chongqing University,China,China,university_dataset,0.9
Indian Institute of Technology Gandhinagar,"Indian Institute of Technology, Gandhinagar",India,Asia-Pacific (excl. China),university_dataset,0.9882352941176471
Databricks,Databricks,Unknown,Other/Unknown,unknown,0.0
ServiceNow,ServiceNow,Unknown,Other/Unknown,unknown,0.0
Amazon AGI,Amazon,United States,United States,manual_substring,0.9
"McGill University, Mila",McGill University,Canada,Canada,manual_substring,0.9
"London School of Hygiene & Tropical Medicine, University of London","London School of Hygiene & Tropical Medicine, University of London",United Kingdom,Europe,university_dataset,1.0
JD AI Research,JD.com,China,China,manual_substring,0.9
BNL,BNL,Unknown,Other/Unknown,unknown,0.0
Ens de lyon,Universidade Comunitária da Região de Chapecó - Unochapecó,Brazil,Latin America,university_dataset,0.855
Chalmers University,Chalmers University of Technology,Sweden,Europe,university_dataset,0.9
Amazon Web Services,Amazon,United States,United States,manual_substring,0.9
Sichuan Normal University,Sichuan Normal University,China,China,university_dataset,1.0
"Agency for Science, Technology and Research","Khalifa University of Science, Technology and Research",United Arab Emirates,Middle East & Africa,university_dataset,0.9
"I2R, A*STAR",Agency for Science Technology and Research (A*STAR),Singapore,Asia-Pacific (excl. China),manual_substring,0.9
CONICET,CONICET,Unknown,Other/Unknown,unknown,0.0
Shanghai University of Finance and Economics,Shanghai University of Finance and Economics,China,China,university_dataset,1.0
KTH Royal Institute of Technology,KTH Royal Institute of Technology,Sweden,Europe,manual_substring,0.9
Meta (aka. Facebook),Meta AI,United States,United States,manual_substring,0.9
Johannes Kepler University Linz,Johannes Kepler Universität Linz,Austria,Europe,university_dataset,0.9523809523809522
"Institute for Machine Learning, Johannes Kepler University",Johannes Kepler Universität Linz,Austria,Europe,university_dataset,0.8620689655172413
Austrian Academy of Sciences,Sudan Academy of Sciences,Sudan,Other/Unknown,university_dataset,0.8679245283018868
"The Johann Radon Institute for Computational and Applied Mathematics (RICAM), Austrian Academy of Sciences",Sudan Academy of Sciences,Sudan,Other/Unknown,university_dataset,0.8679245283018868
Software Competence Center Hagenberg,Zhengda Software College,China,China,university_dataset,0.855
Lomonosov Moscow State University,Lomonosov Moscow State University,Russia,Europe,manual_exact,1.0
NEC Laboratories Europe GmbH,University of Southern Europe (Monaco Business School),Monaco,Other/Unknown,university_dataset,0.855
Facebook AI Research (FAIR),Meta AI,United States,United States,manual_substring,0.9
Heilongjiang University,Heilongjiang University,China,China,university_dataset,1.0
Institute for Problems in Mechanical Engineering,Atharva College of Engineering,India,Asia-Pacific (excl. China),university_dataset,0.855
Kyoto university,Kyoto University,Japan,Asia-Pacific (excl. China),manual_substring,0.9
"Swiss Federal Institute of Technology, Zurich",Swiss Business School Zurich (SBS),Switzerland,Europe,university_dataset,0.9
Universität Hamburg,Universität Hamburg,Germany,Europe,university_dataset,1.0
Indian Institute of Technology Delhi,"Indian Institute of Technology, Delhi",India,Asia-Pacific (excl. China),university_dataset,0.9863013698630136
Meta Reality Labs,Meta AI,United States,United States,manual_substring,0.9
Astar,Astar,Unknown,Other/Unknown,unknown,0.0
Lehigh University,Lehigh University,United States,United States,university_dataset,1.0
"Institute for Interdisciplinary Information Sciences (IIIS), Tsinghua University",Tsinghua University,China,China,university_dataset,0.9
Independent Researcher,"Independent University, Bangladesh",Bangladesh,Asia-Pacific (excl. China),university_dataset,0.855
Fondazione Bruno Kessler,Fondazione Bruno Kessler,Unknown,Other/Unknown,unknown,0.0
Zalando,Zalando,Unknown,Other/Unknown,unknown,0.0
Southwest University of Finance and Economics,Southwest University of Finance and Economics,China,China,university_dataset,1.0
Harbin Institute of Technology Shenzhen,Harbin Institute of Technology,China,China,university_dataset,0.95
"State University of New York, Buffalo",State University of New York at Buffalo,United States,United States,university_dataset,0.9473684210526316
"Computer Science Lab  - Pierre and Marie Curie University, Paris, France",Collège de France,France,Europe,university_dataset,0.9
"Université Pierre et Marie Curie - Paris 6, Sorbonne Université - Faculté des Sciences (Paris VI)",Sorbonne Université,France,Europe,manual_substring,0.9
Datakalab,Datakalab,Unknown,Other/Unknown,unknown,0.0
"Institute of computing, Chinese Academy of Sciences",Chinese Academy of Sciences,China,China,manual_substring,0.9
TAL,TAL,Unknown,Other/Unknown,unknown,0.0
Colorado State University Pueblo,Colorado State University-Pueblo,United States,United States,university_dataset,0.96875
IIT KANPUR,IIT Bhubaneswar,India,Asia-Pacific (excl. China),university_dataset,0.855
Indian Institute of Technology Guwahati,"Indian Institute of Technology, Guwahati",India,Asia-Pacific (excl. China),university_dataset,0.9873417721518988
Starkey Hearing Technologies,Ecole pour l'Informatique et les nouvelles Technologies - Albania,Albania,Other/Unknown,university_dataset,0.855
Helmholtz Munich,Helmholtz Association,Germany,Europe,manual_substring,0.9
Indiana University/Purdue University at Indianapolis,Purdue University,United States,United States,manual_substring,0.9
Indiana University Purdue University Indianapolis,Purdue University,United States,United States,manual_substring,0.9
"Institude of Computer Technology, Chinese Academy of Sciences",Chinese Academy of Sciences,China,China,manual_substring,0.9
"ict, cas",Chinese Academy of Sciences,China,China,manual_substring,0.9
Pr(Ai)²R Group,St. Joseph Group of Institutes,"Tanzania, United Republic of",Other/Unknown,university_dataset,0.855
Amazon Science,Amazon,United States,United States,manual_substring,0.9
Baichuan Intelligent Technology,Regent University College of Science and Technology,Ghana,Middle East & Africa,university_dataset,0.855
"Shenzhen Cloudream Technology Co., Ltd.",Regent University College of Science and Technology,Ghana,Middle East & Africa,university_dataset,0.855
University of Luxemburg,University of Luxemburg,Luxembourg,Europe,university_dataset,1.0
IRMAR Univ Rennes,Ecole Nationale Supérieure d'Agronomie de Rennes,France,Europe,university_dataset,0.855
Chalmers University of Technology,Chalmers University of Technology,Sweden,Europe,manual_substring,0.9
"Computer Science and Artificial Intelligence Laboratory, Electrical Engineering & Computer Science",Davis & Elkins College,United States,United States,university_dataset,0.855
Waymo,Waymo,United States,United States,manual_substring,0.9
UBS Group AG,St. Joseph Group of Institutes,"Tanzania, United Republic of",Other/Unknown,university_dataset,0.855
Max Planck Institute for Mathematics in the Sciences,Max Planck Institute,Germany,Europe,manual_substring,0.9
"Department of Computer Science, ETHZ - ETH Zurich",ETHZ - ETH Zurich,Switzerland,Europe,university_dataset,0.9
"National Institute of Information and Communications Technology (NICT), National Institute of Advanced Industrial Science and Technology",Japan Advanced Institute of Science and Technology,Japan,Asia-Pacific (excl. China),university_dataset,0.8893617021276596
University of Illinois,University of Illinois Chicago,United States,United States,university_dataset,0.95
Autodesk,Autodesk,Unknown,Other/Unknown,unknown,0.0
"School of Artificial Intelligence, Beihang University",Beihang University,China,China,manual_substring,0.9
CNRS & Univ. Lille,DAV Institute of Engineering & Technology,India,Asia-Pacific (excl. China),university_dataset,0.855
CISPA Helmholtz Center,Helmholtz Association,Germany,Europe,manual_substring,0.9
The University of Nottingham,The University of Nottingham Ningbo China,China,China,university_dataset,0.95
University of Nottingham,University of Nottingham,United Kingdom,Europe,university_dataset,1.0
VinAI Research Viet Nam,Bharath Institue Of Higher Education & Research,India,Asia-Pacific (excl. China),university_dataset,0.855
Huawei Technologies Research & Development (UK) Ltd,Huawei,China,China,manual_substring,0.9
Lila Sciences,National Institute of Applied Sciences of Toulouse,France,Europe,university_dataset,0.855
LBOX,LBOX,Unknown,Other/Unknown,unknown,0.0
Los Alamos National Lab.,National Institute of Applied Sciences of Toulouse,France,Europe,university_dataset,0.855
D. E. Shaw & Co.,DAV Institute of Engineering & Technology,India,Asia-Pacific (excl. China),university_dataset,0.855
"University of Tsukuba, Tsukuba University",Tsukuba University,Japan,Asia-Pacific (excl. China),university_dataset,0.9
Mines ParisTech,Colorado School of Mines,United States,United States,university_dataset,0.855
Institut Curie,ECAM - Institut Supérieur Industriel,Belgium,Europe,university_dataset,0.855
Sorbonne University,Sorbonne Université,France,Europe,manual_substring,0.9
"Department of Computer Science, University of Maryland, College Park",University of Maryland,United States,United States,manual_substring,0.9
Waseda University,Waseda University,Japan,Asia-Pacific (excl. China),university_dataset,1.0
"Center for Mathematical Modeling, University of Chile",University of Chieti,Italy,Europe,university_dataset,0.923076923076923
University of Chile,University of Chieti,Italy,Europe,university_dataset,0.923076923076923
Brigham and Women's Hospital,Regent University College of Science and Technology,Ghana,Middle East & Africa,university_dataset,0.855
IDEAS NCBR,IDEAS NCBR,Unknown,Other/Unknown,unknown,0.0
BAAI,BAAI,Unknown,Other/Unknown,unknown,0.0
MILA,Mila - Quebec AI Institute,Canada,Canada,manual_substring,0.9
Parameter Lab,Parameter Lab,Unknown,Other/Unknown,unknown,0.0
"Cerebras Systems, Inc",Cerebras Systems,United States,United States,manual_substring,0.9
U.S. Census Bureau,U S Census Bureau,United States,United States,keyword,0.5
Knexus Research Corp.,The Scripps Research Institute,United States,United States,university_dataset,0.855
"Econometrica, Inc.","Econometrica, Inc.",Unknown,Other/Unknown,unknown,0.0
Telecom SudParis,Ghana Telecom University College,Ghana,Middle East & Africa,university_dataset,0.855
Aurora Innovation,University College of Technology & Innovation (UCTI),Malaysia,Asia-Pacific (excl. China),university_dataset,0.855
University of Mainz,University of Maine,United States,United States,university_dataset,0.9473684210526316
Shandong Jianzhu University,Shandong University,China,China,university_dataset,0.95
Salesforce Research Asia,Salesforce Research,United States,United States,manual_substring,0.9
Dartmouth College,Dartmouth College,United States,United States,university_dataset,1.0
Criteo,Criteo,Unknown,Other/Unknown,unknown,0.0
Adaptive ML,Adaptive ML,Unknown,Other/Unknown,unknown,0.0
Politecnico di Torino,Politecnico di Torino,Italy,Europe,manual_substring,0.9
Google Brain Robotics & Columbia University,Columbia University,United States,United States,manual_substring,0.9
TII,TII,Unknown,Other/Unknown,unknown,0.0
"King's College London, University of London","King's College London, University of London",United Kingdom,Europe,university_dataset,1.0
The Open University of Israel,Open University of Israel,Israel,Middle East & Africa,university_dataset,0.95
Zoox,Zoox,Unknown,Other/Unknown,unknown,0.0
"Department of Informatics, National and Kapodistrian University of Athens",University of Athens,Greece,Europe,university_dataset,0.9
INSA Rennes,Ecole Nationale Supérieure d'Agronomie de Rennes,France,Europe,university_dataset,0.855
INSA Rouen Normandy,Ecole Supérieure de Commerce de Rouen,France,Europe,university_dataset,0.855
"CISPA, saarland university, saarland informatics campus",Nagaland University,India,Asia-Pacific (excl. China),university_dataset,0.8421052631578947
TU Wien,Vienna University of Technology,Austria,Europe,manual_substring,0.9
Xi'an Jiaotong-Liverpool University,Xi'an Jiaotong-Liverpool University,China,China,university_dataset,1.0
Duke Kunshan University,Regent University College of Science and Technology,Ghana,Middle East & Africa,university_dataset,0.855
"ZEKU Technology Corp., Ltd.",Engineering Institute of Technology,Australia,Asia-Pacific (excl. China),university_dataset,0.855
Databricks Mosaic AI Research,Bharath Institue Of Higher Education & Research,India,Asia-Pacific (excl. China),university_dataset,0.855
University of Liverpool,University of Liverpool,United Kingdom,Europe,university_dataset,1.0
J.P. Morgan AI Research,Bharath Institue Of Higher Education & Research,India,Asia-Pacific (excl. China),university_dataset,0.855
Universitat Politècnica de València,Universidad Politécnica de Valencia,Spain,Europe,university_dataset,0.8857142857142857
Maastricht University,Maastricht University,Netherlands,Europe,university_dataset,1.0
Cohere AI,Cohere AI,Unknown,Other/Unknown,unknown,0.0
Huawei Noah’s Ark,Huawei,China,China,manual_substring,0.9
University of Texas Southwestern Medical Center,University of Texas Southwestern Medical Center,United States,United States,university_dataset,1.0
Pazmany Peter Catholic University,Pázmány Péter Catholic University,Hungary,Europe,university_dataset,0.9090909090909091
World Labs,Institute for World Politics,United States,United States,university_dataset,0.855
RAND Corporation,RAND Corporation,Unknown,Other/Unknown,unknown,0.0
"Washington University, Saint Louis","Washington University, Saint Louis",United States,United States,university_dataset,1.0
Indian Institute of Technology Hyderabad,"Indian Institute of Technology, Hyderabad",India,Asia-Pacific (excl. China),university_dataset,0.9876543209876543
Nanjing Audit University,Nanjing University,China,China,university_dataset,0.95
"Institute of Information Engineering, CAS",Chinese Academy of Sciences,China,China,manual_substring,0.9
"Institute of Computing Technology, Chinese Academy of Sciences, China",Chinese Academy of Sciences,China,China,manual_substring,0.9
"university  of tianjin of china, Tianjin University",Tianjin University,China,China,manual_substring,0.9
DreamTech,DreamTech,Unknown,Other/Unknown,unknown,0.0
Fred Hutchinson Cancer Research Center,Center for Entrepreneurship and Small Business Management,India,Asia-Pacific (excl. China),university_dataset,0.855
Waymo Research,Waymo,United States,United States,manual_substring,0.9
University of Aberdeen,University of Aberdeen,United Kingdom,Europe,university_dataset,1.0
University of Leeds,University of Leeds,United Kingdom,Europe,manual_substring,0.9
JD Explore Academy,United States Coast Guard Academy,United States,United States,university_dataset,0.855
Southwest Jiaotong University,Southwest Jiaotong University,China,China,university_dataset,1.0
Rockfish,Rockfish,Unknown,Other/Unknown,unknown,0.0
"CNRS, Univ. de Lille",Universidade Comunitária da Região de Chapecó - Unochapecó,Brazil,Latin America,university_dataset,0.855
"Beihang University, Tsinghua University",Beihang University,China,China,manual_substring,0.9
Simons Institute for the Theory of Computing,IÉSEG School of Management,France,Europe,university_dataset,0.855
FAIR,FAIR,Unknown,Other/Unknown,unknown,0.0
Hanyang University,Hanyang University,South Korea,Asia-Pacific (excl. China),manual_substring,0.9
Korea Institute of Science and Technology,Institute of Science and Technology,Austria,Europe,university_dataset,0.95
"institute of computer science, University of Tartu",University of Tartu,Estonia,Europe,university_dataset,0.9
AWS AI Labs (Amazon),Amazon,United States,United States,manual_substring,0.9
NXAI GmbH,NXAI GmbH,Unknown,Other/Unknown,unknown,0.0
Tulane University,Tulane University,United States,United States,university_dataset,1.0
"Harbin Institute of Technology, Shenzhen",Shenzhen University,China,China,university_dataset,0.9
Yokohama National University,Yokohama National University,Japan,Asia-Pacific (excl. China),university_dataset,1.0
"IIT Kanpur, Indian Institute Of Technology Kanpur","Indian Institute of Technology, Kanpur",India,Asia-Pacific (excl. China),university_dataset,0.96
Université catholique de Louvain,Université catholique de Louvain,Belgium,Europe,manual_substring,0.9
Borealis AI,Borealis AI,Unknown,Other/Unknown,unknown,0.0
Technical University of Applied Sciences Würzburg-Schweinfurt,University of Applied Sciences,Estonia,Europe,university_dataset,0.9
Hefei University of Technology,Hefei University of Technology,China,China,university_dataset,1.0
"23andMe, Inc.","23andMe, Inc.",Unknown,Other/Unknown,unknown,0.0
Peng Cheng Laboratory,Johns Hopkins University Applied Physics Laboratory,United States,United States,university_dataset,0.855
PhiGent Robotics,PhiGent Robotics,Unknown,Other/Unknown,unknown,0.0
University of Chinese Academy of Sciences,Chinese Academy of Sciences,China,China,manual_substring,0.9
University of Namur,University of Jammu,India,Asia-Pacific (excl. China),university_dataset,0.8947368421052632
University of Colorado Anschutz Medical Campus,University of Colorado Anschutz Medical Campus,United States,United States,university_dataset,1.0
Université de Namur,Universidade Comunitária da Região de Chapecó - Unochapecó,Brazil,Latin America,university_dataset,0.855
VMware,VMware,Unknown,Other/Unknown,unknown,0.0
Owkin,Owkin,Unknown,Other/Unknown,unknown,0.0
EURECOM,EURECOM,Unknown,Other/Unknown,unknown,0.0
Eurecom,Eurecom,Unknown,Other/Unknown,unknown,0.0
Palo Alto Research Center (Xerox PARC),University of Pittsburgh Medical Center,United States,United States,university_dataset,0.855
"Faculty of Mathematics, University of Belgrade",University of Belgrade,Serbia,Europe,university_dataset,0.9
RelationalAI,RelationalAI,Unknown,Other/Unknown,unknown,0.0
"UniZg-FER, University of Zagreb",University of Zagreb,Croatia,Europe,university_dataset,0.9
shanghai ai lab,Shanghai Ai Lab,China,China,keyword,0.5
Allen Institute for AI,Allen Institute for AI,United States,United States,manual_substring,0.9
University of Cincinnati,University of Cincinnati,United States,United States,university_dataset,1.0
Universidade Federal de Minas Gerais,Federal University (Brazil),Brazil,Latin America,manual_substring,0.9
INRIA Sophia Antipolis,Inria,France,Europe,manual_substring,0.9
ViNotion,ViNotion,Unknown,Other/Unknown,unknown,0.0
Keio University,Keio University,Japan,Asia-Pacific (excl. China),manual_substring,0.9
"Robotics Institute, Carnegie Mellon University",Carnegie Mellon University,United States,United States,university_dataset,0.9
University of South Carolina,University of South Carolina,United States,United States,university_dataset,1.0
Tomocube,Tomocube,Unknown,Other/Unknown,unknown,0.0
University of Freiburg,University of Fribourg,Switzerland,Europe,university_dataset,0.9545454545454546
"University of Freiburg, Albert-Ludwigs-Universität Freiburg",Albert-Ludwigs-Universität Freiburg,Germany,Europe,university_dataset,0.9
China Mobile Research Institute,National Institute of Applied Sciences of Toulouse,France,Europe,university_dataset,0.855
IT University of Copenhagen,IT University of Copenhagen,Denmark,Europe,university_dataset,1.0
